file;bleu;sqam;bleuLow;bleuMedium;bleuHigh;sqamLow;sqamMedium;sqamHigh;aggregate_precision;low_aggregate_precision;medium_aggregate_precision;high_aggregate_precision;aggregate_recall;low_aggregate_recall;medium_aggregate_recall;high_aggregate_recall;aggregate_execution_accuracy;low_aggregate_execution_accuracy;medium_aggregate_execution_accuracy;high_aggregate_execution_accuracy;aggregate_f1;low_aggregate_f1;medium_aggregate_f1;high_aggregate_f1
dbrx_cleaned.json;0,8084768238093928;77,37095408609183;0,9355206997967184;0,8476973678549863;0,6965497049044687;93,2454708142314;82,60233087063655;63,16673543752024;0,796565622241688;0,9619911264648106;0,884329242119369;0,6259794220484849;0,8053325741575219;0,9389279739510153;0,8651075160614937;0,6749880793844443;0,5949367088607594;0,9099099099099099;0,7130434782608696;0,30357142857142855;0,8009251080839823;0,9503196418331278;0,8746127808883483;0,6495606498353019
gemma_cleaned.json;0,6703590445313218;58,089700447312495;0,7661634613747388;0,6788561271455856;0,6008202228050231;73,30581712165178;57,832843720194774;48,056538226469556;0,3598970945759004;0,5730107871945598;0,34539941369109567;0,22520370478814639;0,391943743583147;0,7184486277792358;0,3629090699153065;0,19247284518802166;0,21265822784810126;0,4864864864864865;0,19130434782608696;0,041666666666666664;0,37523743695054795;0,6375404584757848;0,35393781910872124;0,2075558123142468
gpt-3-5_cleaned.json;0,839906777880146;81,86238823102784;0,9565570098341152;0,8705928527478202;0,7408760184825689;96,24243040032513;85,99186880777474;69,4265991900347;0,8051515167342121;0,9658105310279224;0,8859237719489302;0,6425514666177825;0,791579832665516;0,966918216918217;0,8654788197010372;0,6239050449960561;0,6455696202531646;0,9459459459459459;0,7739130434782608;0,35714285714285715;0,7983079973051885;0,9663640565544892;0,8755819640178907;0,6330909873590466
gpt-4_cleaned.json;0,905430628025945;87,7961192570707;0,9781889894404624;0,9257306780415174;0,8428993587356087;98,21821137610611;89,9673687450149;79,35117998880013;0,9166687499397121;1,0;0,9492980538087249;0,8387790478463276;0,9397394788495073;0,9983972483972484;0,9519139606782572;0,8922910362825072;0,759493670886076;0,972972972972973;0,808695652173913;0,5833333333333334;0,9280607573128603;0,9991979814803904;0,9506042076102313;0,8647079429964339
llama-3-70b_cleaned.json;0,859902162247852;81,59117304892548;0,9593269468769365;0,8718052185095149;0,7852289455712338;96,00898894617062;82,82064272835981;71,11393849725748;0,874239347916804;0,9957786357786358;0,9064187184075454;0,7711604835645316;0,8854603015969668;0,9895520395520395;0,9387503249689533;0,7795253295779516;0,6835443037974683;0,9459459459459459;0,7565217391304347;0,4583333333333333;0,8798140488216207;0,9926555734227732;0,9223012596243767;0,7753203453766284
llama-3_cleaned.json;0,7455276643045182;69,28656354464341;0,7981724074279289;0,7915795838006112;0,6792453078239545;77,16712384114754;72,38496335142638;61,87000322641042;0,6300403623864798;0,7156317426277979;0,672662249738949;0,5421110773273495;0,7870119865148444;0,9352179130980974;0,8881946860981614;0,6185604608225362;0,42025316455696204;0,6036036036036037;0,4782608695652174;0,25595238095238093;0,6998320387680245;0,8108208068079203;0,7655474656766604;0,5778180420330141
llama_cleaned.json;0,5545389885213312;43,01437760875455;0,6858447049621581;0,5848397970446833;0,44922342881171995;57,130372674251184;44,867128106309586;32,486130205788015;0,07022797090865232;0,16283708870273955;0,08185865625566048;0,001496346389956038;0,12913455449011568;0,3531369778509367;0,08623554208073551;0,011267006802721089;0,0379746835443038;0,10810810810810811;0,02608695652173913;0,0;0,0909785599665128;0,22289413795779708;0,08399011585254719;0,0026418363106232522
mistral_cleaned.json;0,7338086770844067;67,73735014812515;0,8018954704538471;0,7783246946932769;0,6583051429401591;82,35203837113845;71,55602088602636;55,36919119704913;0,6588364149432209;0,896023109108539;0,7157785512953223;0,4611147940033475;0,7105295937137743;0,9358704358704358;0,7939100496427504;0,5028447346809888;0,49873417721518987;0,8468468468468469;0,5739130434782609;0,21428571428571427;0,6837073029037101;0,9155133931988564;0,7528225156353227;0,48107651690431347
mixtral_cleaned.json;0,7356284225906928;67,28792389933766;0,854297666175135;0,7445688543674163;0,6495283793192324;86,06480352285627;68,50347939235019;53,8549798754825;0,6799003468948375;0,899884569899842;0,7491085426295446;0,4852736152510754;0,7806263742439421;0,9803792303792304;0,8109887324203635;0,6265572561066713;0,46835443037974683;0,8378378378378378;0,5217391304347826;0,18452380952380953;0,7267900476752506;0,9384088997911993;0,778821419854048;0,5469387703929757
nsql_cleaned.json;0,7277671944251988;62,39773783431743;0,8987436326564809;0,7265709971818856;0,6139990112926618;81,80464059411429;63,69679729718153;48,46225981805266;0,3482207509082825;0,5616134736517093;0,3016711650745314;0,23521379196345665;0,4185868067088233;0,578356385072803;0,3711191083386863;0,3420567407616378;0,2683544303797468;0,5405405405405406;0,19130434782608696;0,13690476190476192;0,3801752100759288;0,5698619765136747;0,3328107977125617;0,27874786083882985
orca_cleaned.json;0,7613491988711382;66,36438080718702;0,835654659038484;0,7993806550317174;0,6869499028692504;80,34664651642579;70,25194040985618;54,508265471971626;0,4753481974155331;0,7022045212641058;0,4938263464470605;0,3134640036837574;0,7272301720905424;0,8563474361297906;0,6865058203751129;0,6694268424881482;0,28607594936708863;0,6216216216216216;0,2782608695652174;0,07142857142857142;0,5749106422917094;0,7716535064108719;0,5744394173433711;0,42698783702582205
qwen_cleaned.json;0,8407371258792289;80,89078640008285;0,9183037567826364;0,8493112224694606;0,7841890356744043;92,20709020709019;80,83634047695323;73,43145198738296;0,8810445397735912;0,9681665187640561;0,932371509610994;0,787639202514846;0,8644633231602068;0,971996021996022;0,9105627441874654;0,7610520156259805;0,6987341772151898;0,9369369369369369;0,7565217391304347;0,5;0,872675175951035;0,9700774910330268;0,9213380875023228;0,7741173910439973
solar_cleaned.json;0,7356672237486758;66,64258183496904;0,8864465705122793;0,7173750744848033;0,6469931576673288;86,35747674170712;65,04936167726049;54,508710199990176;0,5594563965754363;0,8109754477473533;0,499186755837353;0,4319078870597949;0,68480093314488;0,8322492822492823;0,5982946587921764;0,6447191220324819;0,3822784810126582;0,7657657657657657;0,26956521739130435;0,20238095238095238;0,6158151586132872;0,8214746552784743;0,5442657447791037;0,5172808621601817
yi_cleaned.json;0,705653901938844;67,52065994692128;0,7674157639219958;0,7442730398865268;0,6381983069003659;79,70708640368076;69,77918061024384;57,82355828411615;0,5887502311984729;0,8181522044762823;0,6440961287411405;0,39684757036487095;0,6277796591729226;0,8305578761783141;0,695648120978097;0,44512801907756144;0,44050632911392407;0,7747747747747747;0,5043478260869565;0,17261904761904762;0,6076388626454867;0,8243083672668905;0,6688802908195935;0,41960354928873145
